"CustomerID","Gender","Age","ResCountry"
250,"male",36,"France"
251,"female",41,"France"
252,"female",72,"UK"
253,"male",16,"France"
254,"female",33,"UK"
255,"male",17,"UK"
256,"male",34,"Belgium"
257,"female",81,"France"
258,"female",60,"France"
259,"female",39,"Belgium"
260,"male",52,"Belgium"
261,"male",47,"France"
262,"male",24,"France"
263,"male",18,"France"
264,"male",75,"Belgium"
265,"male",56,"UK"
266,"male",27,"UK"
267,"female",28,"UK"
268,"female",19,"France"
269,"female",43,"France"
270,"male",38,"France"
271,"male",61,"Spain"
272,"female",17,"Belgium"
273,"female",31,"France"
274,"female",51,"Belgium"
275,"male",59,"Italy"
276,"male",40,"France"
277,"other",29,"UK"
278,"female",34,"Italy"
279,"female",26,"France"
280,"male",27,"France"
281,"male",26,"Belgium"
282,"female",24,"Belgium"
283,"female",60,"Spain"
284,"female",84,"UK"
285,"female",31,"UK"
286,"female",17,"Belgium"
287,"female",23,"Belgium"
288,"female",57,"France"
289,"female",25,"France"
290,"male",39,"UK"
291,"female",18,"UK"
292,"female",20,"UK"
293,"female",24,"France"
294,"male",76,"Italy"
295,"male",45,"Portugal"
296,"male",27,"Portugal"
297,"other",25,"France"
298,"female",55,"France"
299,"female",20,"France"
300,"male",45,"UK"
301,"male",21,"Belgium"
302,"female",58,"France"
303,"male",18,"France"
304,"male",37,"France"
305,"male",60,"UK"
306,"male",44,"France"
307,"female",38,"Italy"
308,"female",51,"France"
309,"female",82,"UK"
310,"male",63,"France"
311,"female",68,"France"
312,"female",67,"France"
313,"male",45,"France"
314,"female",48,"France"
315,"female",83,"Italy"
316,"male",17,"France"
317,"male",37,"France"
318,"female",39,"France"
319,"female",16,"UK"
320,"male",68,"France"
321,"male",18,"UK"
322,"female",41,"France"
323,"female",19,"France"
324,"male",80,"Portugal"
325,"female",24,"France"
326,"female",21,"France"
327,"other",58,"France"
328,"female",27,"UK"
329,"female",19,"France"
330,"male",30,"France"
331,"male",69,"Belgium"
332,"female",46,"France"
333,"male",32,"Belgium"
334,"male",69,"Portugal"
335,"female",35,"UK"
336,"male",54,"Belgium"
337,"male",21,"France"
338,"male",41,"France"
339,"male",87,"Italy"
340,"other",36,"Italy"
341,"female",34,"Germany"
342,"female",31,"UK"
343,"male",38,"France"
344,"female",76,"France"
345,"male",77,"Belgium"
346,"female",17,"France"
347,"other",31,"Italy"
348,"female",52,"France"
349,"female",23,"France"
350,"male",19,"Belgium"
351,"female",22,"Italy"
352,"other",69,"Italy"
353,"male",49,"Belgium"
354,"female",49,"UK"
355,"male",41,"UK"
356,"other",58,"Belgium"
357,"male",60,"France"
358,"female",29,"UK"
359,"female",67,"Belgium"
360,"male",31,"France"
361,"female",30,"France"
362,"female",81,"France"
363,"male",61,"France"
364,"female",66,"UK"
365,"female",45,"Italy"
366,"male",44,"Italy"
367,"female",64,"France"
368,"female",31,"France"
369,"female",29,"France"
370,"male",53,"Germany"
371,"female",44,"Portugal"
372,"female",18,"UK"
373,"male",46,"France"
374,"female",44,"France"
375,"male",59,"France"
376,"other",43,"France"
377,"male",26,"UK"
378,"female",80,"France"
379,"female",84,"France"
380,"other",33,"Germany"
381,"male",53,"France"
382,"male",40,"Italy"
383,"female",59,"Italy"
384,"male",19,"France"
385,"male",20,"France"
386,"male",21,"Belgium"
387,"female",38,"France"
388,"female",73,"Belgium"
389,"female",40,"Belgium"
390,"female",66,"France"
391,"other",19,"France"
392,"female",58,"France"
393,"male",74,"Belgium"
394,"male",74,"France"
395,"female",58,"France"
396,"female",18,"Belgium"
397,"female",20,"France"
398,"female",63,"Italy"
399,"female",21,"France"
400,"other",80,"Belgium"
401,"other",24,"France"
402,"female",44,"France"
403,"male",31,"France"
404,"male",49,"France"
405,"female",58,"France"
406,"female",82,"UK"
407,"male",75,"France"
408,"female",44,"France"
409,"female",48,"UK"
410,"male",20,"UK"
411,"female",28,"France"
412,"male",42,"UK"
413,"female",22,"France"
414,"male",89,"Belgium"
415,"female",28,"UK"
416,"female",27,"France"
417,"male",51,"France"
418,"female",65,"Spain"
419,"female",66,"France"
420,"female",21,"France"
421,"male",88,"Italy"
422,"male",43,"Italy"
423,"male",57,"Belgium"
424,"female",37,"France"
425,"male",43,"UK"
426,"male",32,"UK"
427,"female",17,"Belgium"
428,"female",16,"France"
429,"female",88,"Germany"
430,"male",16,"France"
431,"male",61,"France"
432,"male",28,"France"
433,"female",24,"UK"
434,"other",88,"France"
435,"female",54,"France"
436,"male",79,"France"
437,"female",42,"France"
438,"male",21,"UK"
439,"female",19,"France"
440,"female",22,"France"
441,"female",65,"France"
442,"male",17,"France"
443,"male",68,"France"
444,"female",22,"France"
445,"male",85,"France"
446,"male",35,"France"
447,"male",19,"Belgium"
448,"female",21,"UK"
449,"female",22,"France"
450,"male",28,"France"
451,"male",62,"Belgium"
452,"female",69,"France"
453,"female",63,"France"
454,"female",32,"France"
455,"female",69,"France"
456,"male",34,"France"
457,"male",19,"France"
458,"male",24,"UK"
459,"female",44,"Spain"
460,"female",30,"UK"
461,"other",43,"France"
462,"female",82,"UK"
463,"female",36,"France"
464,"female",32,"Belgium"
465,"male",36,"Belgium"
466,"female",78,"Italy"
467,"female",26,"France"
468,"male",46,"Belgium"
469,"female",24,"France"
470,"male",23,"Portugal"
471,"female",75,"France"
472,"male",19,"France"
473,"female",17,"France"
474,"male",88,"UK"
475,"male",79,"UK"
476,"female",78,"France"
477,"male",20,"Italy"
478,"female",40,"France"
479,"female",53,"France"
480,"male",20,"UK"
481,"female",29,"France"
482,"male",49,"UK"
483,"female",31,"France"
484,"male",51,"France"
485,"male",70,"Italy"
486,"female",52,"Belgium"
487,"female",46,"France"
488,"male",22,"Italy"
489,"female",26,"France"
490,"male",23,"France"
491,"other",19,"France"
492,"female",38,"France"
493,"female",74,"France"
494,"male",86,"Belgium"
495,"female",44,"France"
496,"other",25,"France"
497,"female",33,"UK"
498,"female",18,"France"
499,"male",23,"France"
500,"male",22,"France"
501,"female",38,"France"
502,"female",24,"France"
503,"female",20,"Belgium"
504,"female",50,"UK"
505,"female",51,"Italy"
506,"female",35,"France"
507,"male",24,"UK"
508,"male",39,"France"
509,"male",40,"UK"
510,"female",17,"France"
511,"female",31,"Germany"
512,"female",18,"Italy"
513,"male",28,"Italy"
514,"female",59,"France"
515,"male",37,"France"
516,"female",44,"France"
517,"female",42,"France"
518,"male",40,"France"
519,"female",44,"France"
520,"male",33,"UK"
521,"female",31,"France"
522,"female",50,"France"
523,"female",18,"Italy"
524,"female",55,"Portugal"
525,"male",45,"France"
526,"male",68,"UK"
527,"male",30,"France"
528,"female",56,"Germany"
529,"other",31,"Portugal"
530,"female",77,"Germany"
531,"male",49,"Belgium"
532,"male",40,"Italy"
533,"female",30,"France"
534,"male",31,"Belgium"
535,"female",57,"France"
536,"male",36,"UK"
537,"female",17,"France"
538,"male",29,"Belgium"
539,"male",62,"France"
540,"female",59,"UK"
541,"male",79,"UK"
542,"female",42,"Spain"
543,"male",25,"Germany"
544,"female",30,"Belgium"
545,"male",24,"UK"
546,"other",18,"UK"
547,"female",26,"France"
548,"male",23,"France"
549,"male",79,"France"
550,"female",22,"France"
551,"female",82,"France"
552,"female",30,"UK"
553,"male",51,"France"
554,"male",35,"Belgium"
555,"male",76,"France"
556,"male",22,"France"
557,"male",66,"France"
558,"male",43,"Italy"
559,"male",20,"Belgium"
560,"female",29,"Belgium"
561,"female",49,"France"
562,"male",75,"France"
563,"male",89,"Belgium"
564,"female",18,"France"
565,"male",46,"Belgium"
566,"male",50,"France"
567,"female",80,"Belgium"
568,"male",27,"France"
569,"male",76,"Italy"
570,"male",32,"UK"
571,"male",50,"Belgium"
572,"male",47,"France"
573,"male",51,"France"
574,"female",42,"Belgium"
575,"male",28,"France"
576,"male",19,"Belgium"
577,"female",29,"France"
578,"female",23,"Germany"
579,"male",22,"UK"
580,"male",27,"France"
581,"male",56,"Portugal"
582,"male",32,"France"
583,"male",25,"UK"
584,"female",20,"France"
585,"male",50,"Belgium"
586,"female",67,"France"
587,"female",32,"France"
588,"male",36,"France"
589,"other",46,"Belgium"
590,"male",40,"Germany"
591,"male",28,"Belgium"
592,"female",64,"Belgium"
593,"other",44,"Italy"
594,"female",63,"Italy"
595,"female",84,"Belgium"
596,"male",19,"Italy"
597,"male",35,"Belgium"
598,"female",78,"France"
599,"male",41,"UK"
600,"female",19,"France"
601,"female",21,"UK"
602,"male",39,"France"
603,"female",18,"Germany"
604,"female",34,"Italy"
605,"female",23,"France"
606,"male",55,"UK"
607,"female",54,"France"
608,"male",31,"UK"
609,"female",41,"France"
610,"female",65,"France"
611,"male",36,"France"
612,"female",66,"France"
613,"female",35,"UK"
614,"other",33,"France"
615,"male",28,"France"
616,"male",38,"Germany"
617,"male",45,"France"
618,"male",21,"UK"
619,"other",56,"Italy"
620,"female",39,"UK"
621,"male",22,"France"
622,"male",17,"UK"
623,"male",66,"France"
624,"female",22,"France"
625,"female",56,"Belgium"
626,"female",49,"France"
627,"female",59,"Belgium"
628,"male",38,"France"
629,"female",58,"France"
630,"female",22,"France"
631,"male",21,"France"
632,"male",59,"France"
633,"female",27,"France"
634,"male",82,"France"
635,"female",53,"France"
636,"female",17,"UK"
637,"male",62,"France"
638,"male",43,"France"
639,"male",82,"Belgium"
640,"female",23,"UK"
641,"male",27,"Italy"
642,"male",27,"Italy"
643,"male",19,"Portugal"
644,"female",42,"France"
645,"female",49,"France"
646,"male",38,"Belgium"
647,"male",71,"France"
648,"female",28,"France"
649,"female",28,"Germany"
650,"male",61,"UK"
651,"male",38,"France"
652,"male",65,"France"
653,"female",28,"France"
654,"male",17,"France"
655,"male",47,"Italy"
656,"male",23,"France"
657,"male",31,"UK"
658,"female",22,"France"
659,"male",20,"Belgium"
660,"female",22,"UK"
661,"male",45,"Belgium"
662,"male",53,"France"
663,"female",86,"France"
664,"male",20,"Belgium"
665,"female",24,"Italy"
666,"female",22,"France"
667,"male",22,"France"
668,"female",61,"France"
669,"male",20,"UK"
670,"female",42,"France"
671,"female",41,"Portugal"
672,"male",39,"UK"
673,"female",26,"France"
674,"female",36,"Italy"
675,"female",40,"France"
676,"male",40,"France"
677,"male",42,"Belgium"
678,"female",45,"UK"
679,"female",24,"France"
680,"female",45,"Italy"
681,"male",53,"France"
682,"male",36,"Italy"
683,"male",30,"France"
684,"male",18,"Italy"
685,"male",74,"Belgium"
686,"male",19,"France"
687,"male",64,"France"
688,"female",24,"France"
689,"female",77,"France"
690,"female",46,"France"
691,"female",20,"UK"
692,"male",69,"UK"
693,"male",20,"Portugal"
694,"female",19,"UK"
695,"female",49,"France"
696,"male",64,"Italy"
697,"female",30,"France"
698,"female",26,"France"
699,"female",82,"Italy"
700,"female",30,"France"
701,"male",27,"UK"
702,"female",40,"Portugal"
703,"female",34,"France"
704,"male",23,"Belgium"
705,"female",44,"France"
706,"male",49,"Italy"
707,"male",53,"Belgium"
708,"female",22,"France"
709,"female",37,"France"
710,"female",54,"Portugal"
711,"male",18,"Belgium"
712,"male",39,"France"
713,"male",26,"France"
714,"male",28,"Belgium"
715,"male",72,"Germany"
716,"female",48,"France"
717,"female",62,"UK"
718,"female",50,"Italy"
719,"other",63,"Belgium"
720,"female",32,"UK"
721,"female",17,"France"
722,"male",64,"France"
723,"male",62,"France"
724,"male",18,"France"
725,"male",27,"UK"
726,"male",27,"Spain"
727,"male",21,"France"
728,"male",27,"Belgium"
729,"male",28,"France"
730,"female",31,"France"
731,"female",63,"Portugal"
732,"male",38,"UK"
733,"male",51,"France"
734,"male",26,"France"
735,"female",23,"France"
736,"female",74,"Belgium"
737,"male",37,"Germany"
738,"other",45,"France"
739,"female",42,"France"
740,"female",66,"France"
741,"other",37,"Belgium"
742,"female",28,"UK"
743,"female",66,"France"
744,"male",30,"France"
745,"female",16,"Belgium"
746,"male",35,"France"
747,"male",18,"France"
748,"female",70,"UK"
749,"male",31,"Belgium"
750,"male",21,"UK"
751,"female",84,"France"
752,"female",43,"France"
753,"female",37,"Belgium"
754,"female",41,"France"
755,"male",25,"France"
756,"male",50,"Belgium"
757,"male",29,"France"
758,"male",28,"Germany"
759,"female",50,"UK"
760,"female",81,"France"
761,"male",67,"France"
762,"female",21,"France"
763,"male",29,"France"
764,"male",80,"France"
765,"male",27,"Belgium"
766,"female",82,"France"
767,"female",23,"France"
768,"female",16,"France"
769,"male",29,"Belgium"
770,"male",17,"France"
771,"male",49,"UK"
772,"male",80,"France"
773,"male",47,"Belgium"
774,"male",70,"UK"
775,"female",66,"France"
776,"female",19,"France"
777,"female",19,"France"
778,"female",35,"France"
779,"male",40,"France"
780,"male",43,"Portugal"
781,"female",51,"France"
782,"male",23,"UK"
783,"female",73,"France"
784,"male",78,"France"
785,"male",44,"France"
786,"female",21,"France"
787,"female",73,"France"
788,"female",27,"France"
789,"female",38,"Spain"
790,"male",41,"France"
791,"male",41,"France"
792,"male",34,"France"
793,"female",33,"France"
794,"male",26,"France"
795,"male",27,"France"
796,"female",29,"Italy"
797,"female",57,"UK"
798,"female",57,"France"
799,"female",27,"France"
800,"female",59,"France"
801,"female",23,"France"
802,"female",46,"France"
803,"female",28,"France"
804,"female",43,"Italy"
805,"female",86,"Belgium"
806,"other",87,"France"
807,"male",25,"Belgium"
808,"female",39,"France"
809,"male",38,"France"
810,"male",34,"Germany"
811,"female",17,"Belgium"
812,"male",43,"France"
813,"female",59,"UK"
814,"male",58,"France"
815,"male",65,"France"
816,"female",29,"France"
817,"female",38,"Germany"
818,"female",41,"France"
819,"male",58,"France"
820,"male",60,"France"
821,"male",80,"France"
822,"female",34,"France"
823,"male",50,"France"
824,"other",63,"France"
825,"male",38,"France"
826,"female",40,"Belgium"
827,"female",57,"UK"
828,"female",68,"UK"
829,"female",56,"France"
830,"male",52,"UK"
831,"female",21,"France"
832,"male",68,"France"
833,"female",46,"France"
834,"male",19,"Spain"
835,"male",55,"UK"
836,"male",20,"Spain"
837,"male",23,"France"
838,"male",49,"Italy"
839,"female",81,"France"
840,"female",36,"France"
841,"other",23,"Germany"
842,"male",18,"France"
843,"male",50,"Belgium"
844,"female",42,"France"
845,"male",48,"Belgium"
846,"female",22,"France"
847,"male",76,"France"
848,"female",22,"UK"
849,"female",78,"UK"
850,"female",49,"France"
851,"female",80,"Italy"
852,"male",19,"Germany"
853,"other",21,"France"
854,"male",17,"France"
855,"male",22,"France"
856,"female",62,"France"
857,"male",30,"France"
858,"female",47,"France"
859,"female",33,"UK"
860,"male",77,"France"
861,"female",25,"UK"
862,"female",52,"France"
863,"male",22,"France"
864,"female",36,"France"
865,"male",24,"UK"
866,"female",18,"France"
867,"female",42,"Germany"
868,"female",44,"Italy"
869,"male",89,"France"
870,"male",78,"Italy"
871,"female",41,"Portugal"
872,"female",60,"Belgium"
873,"male",20,"UK"
874,"male",38,"Belgium"
875,"male",53,"France"
876,"male",35,"France"
877,"female",50,"France"
878,"male",31,"Portugal"
879,"male",43,"UK"
880,"male",40,"UK"
881,"female",37,"France"
882,"male",18,"UK"
883,"male",20,"UK"
884,"female",41,"France"
885,"male",31,"Italy"
886,"male",23,"France"
887,"female",22,"Belgium"
888,"female",25,"UK"
889,"female",46,"France"
890,"female",30,"France"
891,"male",42,"France"
892,"male",85,"Belgium"
893,"male",20,"Germany"
894,"male",29,"France"
895,"male",17,"France"
896,"male",29,"UK"
897,"female",30,"France"
898,"female",32,"Portugal"
899,"female",34,"France"
900,"male",84,"Belgium"
901,"male",35,"France"
902,"male",89,"Germany"
903,"male",34,"Belgium"
904,"male",20,"France"
905,"male",46,"France"
906,"male",22,"Portugal"
907,"male",21,"France"
908,"male",29,"UK"
909,"male",42,"Belgium"
910,"female",68,"France"
911,"female",52,"France"
912,"female",33,"Belgium"
913,"male",17,"France"
914,"male",52,"France"
915,"female",44,"France"
916,"male",30,"France"
917,"male",44,"France"
918,"male",43,"France"
919,"female",48,"Belgium"
920,"female",56,"France"
921,"male",41,"Portugal"
922,"female",58,"France"
923,"female",28,"UK"
924,"male",56,"Spain"
925,"male",48,"France"
926,"male",45,"Belgium"
927,"female",58,"UK"
928,"male",44,"Spain"
929,"female",22,"France"
930,"male",40,"France"
931,"male",62,"France"
932,"female",33,"France"
933,"male",19,"France"
934,"male",72,"France"
935,"male",43,"France"
936,"female",39,"Belgium"
937,"male",34,"UK"
938,"male",84,"France"
939,"male",29,"France"
940,"female",20,"France"
941,"other",26,"Belgium"
942,"male",50,"France"
943,"female",35,"Spain"
944,"female",35,"France"
945,"female",57,"UK"
946,"female",75,"France"
947,"female",39,"France"
948,"female",37,"Belgium"
949,"female",24,"France"
950,"female",56,"France"
951,"male",26,"Italy"
952,"female",26,"Belgium"
953,"male",23,"France"
954,"female",34,"Belgium"
955,"female",32,"France"
956,"other",58,"Belgium"
957,"male",19,"Belgium"
958,"female",28,"France"
959,"female",30,"France"
960,"female",77,"Italy"
961,"male",68,"France"
962,"female",18,"France"
963,"male",34,"UK"
964,"female",47,"France"
965,"male",30,"Italy"
966,"male",30,"UK"
967,"male",16,"France"
968,"female",21,"France"
969,"male",63,"Germany"
970,"female",34,"France"
971,"male",24,"UK"
972,"female",27,"France"
973,"male",51,"France"
974,"female",25,"UK"
975,"female",35,"France"
976,"male",42,"France"
977,"male",21,"France"
978,"female",52,"Belgium"
979,"female",59,"Belgium"
980,"female",70,"France"
981,"female",20,"Belgium"
982,"male",37,"France"
983,"male",25,"Belgium"
984,"male",26,"Belgium"
985,"male",36,"France"
986,"male",36,"UK"
987,"female",63,"France"
988,"female",37,"France"
989,"female",43,"Belgium"
990,"female",59,"Belgium"
991,"female",70,"Italy"
992,"female",26,"UK"
993,"male",32,"Italy"
994,"female",76,"Portugal"
995,"male",39,"UK"
996,"male",67,"France"
997,"male",61,"France"
998,"female",26,"France"
999,"male",21,"Belgium"
1000,"female",64,"France"
1001,"female",21,"France"
1002,"male",43,"France"
1003,"female",52,"France"
1004,"male",50,"UK"
1005,"male",27,"Italy"
1006,"female",46,"Italy"
1007,"male",18,"France"
1008,"female",78,"UK"
1009,"female",29,"France"
1010,"female",34,"Belgium"
1011,"female",19,"Belgium"
1012,"female",60,"Belgium"
1013,"female",17,"France"
1014,"male",35,"France"
1015,"female",81,"France"
1016,"male",66,"France"
1017,"male",61,"France"
1018,"male",31,"France"
1019,"female",26,"France"
1020,"female",28,"UK"
1021,"female",52,"Belgium"
1022,"male",25,"France"
1023,"male",25,"Germany"
1024,"female",39,"Spain"
1025,"male",24,"France"
1026,"female",47,"France"
1027,"male",76,"Germany"
1028,"female",24,"France"
1029,"female",21,"France"
1030,"male",39,"France"
1031,"female",36,"UK"
1032,"male",53,"France"
1033,"female",31,"France"
1034,"female",39,"France"
1035,"male",20,"France"
1036,"male",26,"UK"
1037,"female",43,"Belgium"
1038,"male",17,"UK"
1039,"female",24,"Spain"
1040,"female",17,"UK"
1041,"male",26,"Belgium"
1042,"male",46,"Belgium"
1043,"female",71,"France"
1044,"male",44,"Italy"
1045,"female",21,"Belgium"
1046,"female",34,"France"
1047,"female",67,"France"
1048,"female",45,"France"
1049,"male",34,"France"
1050,"other",59,"France"
1051,"male",34,"France"
1052,"male",26,"France"
1053,"male",48,"France"
1054,"male",67,"Spain"
1055,"male",77,"France"
1056,"female",23,"France"
1057,"male",77,"France"
1058,"female",64,"France"
1059,"female",34,"France"
1060,"male",58,"Italy"
1061,"male",33,"UK"
1062,"female",33,"UK"
1063,"female",55,"France"
1064,"female",34,"France"
1065,"female",41,"France"
1066,"male",27,"UK"
1067,"male",86,"Germany"
1068,"female",26,"UK"
1069,"other",70,"Italy"
1070,"male",29,"France"
1071,"male",24,"Portugal"
1072,"male",29,"UK"
1073,"male",19,"Germany"
1074,"male",38,"France"
1075,"male",36,"France"
1076,"male",21,"UK"
1077,"female",37,"Spain"
1078,"female",28,"Spain"
1079,"female",26,"France"
1080,"female",65,"Germany"
1081,"female",21,"France"
1082,"female",36,"France"
1083,"female",48,"France"
1084,"female",38,"France"
1085,"male",32,"France"
1086,"female",31,"France"
1087,"female",21,"France"
1088,"female",74,"UK"
1089,"male",25,"Belgium"
1090,"male",67,"France"
1091,"male",44,"Italy"
1092,"female",46,"Italy"
1093,"female",31,"France"
1094,"female",34,"France"
1095,"male",73,"Germany"
1096,"male",39,"France"
1097,"other",66,"UK"
1098,"male",24,"Italy"
1099,"female",43,"France"
1100,"female",35,"France"
1101,"male",34,"France"
1102,"male",50,"UK"
1103,"female",18,"UK"
1104,"male",31,"UK"
1105,"male",17,"Belgium"
1106,"male",36,"Belgium"
1107,"male",44,"France"
1108,"male",45,"Germany"
1109,"male",21,"UK"
1110,"male",76,"France"
1111,"female",19,"Portugal"
1112,"male",25,"France"
1113,"female",32,"Portugal"
1114,"female",62,"France"
1115,"female",50,"France"
1116,"female",79,"Belgium"
1117,"female",27,"France"
1118,"male",56,"France"
1119,"female",32,"France"
1120,"male",25,"Spain"
1121,"female",57,"Belgium"
1122,"female",23,"France"
1123,"male",61,"Belgium"
1124,"female",48,"UK"
1125,"female",64,"Belgium"
1126,"female",31,"UK"
1127,"male",28,"Belgium"
1128,"male",62,"France"
1129,"female",17,"Italy"
1130,"male",24,"France"
1131,"male",79,"France"
1132,"male",30,"France"
1133,"male",49,"Belgium"
1134,"male",22,"France"
1135,"male",32,"France"
1136,"male",34,"Belgium"
1137,"female",33,"France"
1138,"female",53,"Belgium"
1139,"male",55,"Portugal"
1140,"female",80,"Belgium"
1141,"male",48,"France"
1142,"female",36,"UK"
1143,"female",29,"France"
1144,"male",23,"France"
1145,"female",58,"Belgium"
1146,"female",25,"France"
1147,"male",38,"Belgium"
1148,"male",17,"France"
1149,"female",29,"France"
1150,"female",22,"UK"
1151,"male",31,"UK"
1152,"male",38,"France"
1153,"male",58,"France"
1154,"male",87,"Belgium"
1155,"male",19,"France"
1156,"female",39,"France"
